"ApplyCostCenterCode","ApplyProgramLocationCode","ApplyProgramName","ApplySchoolLocationCode","ApplySchool","ApplyCDSCode","ApplySchoolType","ApplyBoardDistrict","ApplyLocalDistrict","ApplyCommunityOfSchools","ApplyZipCode","ApplicantDualLanguage","Applications","SeatOffers","PropOfTotalApps","PropOfTotalSeatOffers"
1286302,2786,"Castelar Street Elementary DL Two-Way Im Mandarin",2863,"Castelar Street Elementary","19647336016380","DUAL LANGUAGE (DLC) - ELEM",2,"C","DOWNTOWN COS",90012,"No",105,14,0.5769,0.4375
1286302,2786,"Castelar Street Elementary DL Two-Way Im Mandarin",2863,"Castelar Street Elementary","19647336016380","DUAL LANGUAGE (DLC) - ELEM",2,"C","DOWNTOWN COS",90012,"Yes",77,18,0.4231,0.5625
1287701,2877,"Castle Heights Elementary",2877,"Castle Heights Elementary","19647336016398","ELEMENTARY SCHOOL",1,"W","HAMILTON COS",90034,"No",189,17,0.9043,0.9444
1287701,2877,"Castle Heights Elementary",2877,"Castle Heights Elementary","19647336016398","ELEMENTARY SCHOOL",1,"W","HAMILTON COS",90034,"Yes",20,1,0.0957,0.0556
1287702,2456,"Castle Heights Elementary World Lang Im Spanish",2877,"Castle Heights Elementary","19647336016398","DUAL LANGUAGE (DLC) - ELEM",1,"W","HAMILTON COS",90034,"No",98,20,0.5665,0.8
1287702,2456,"Castle Heights Elementary World Lang Im Spanish",2877,"Castle Heights Elementary","19647336016398","DUAL LANGUAGE (DLC) - ELEM",1,"W","HAMILTON COS",90034,"Yes",75,5,0.4335,0.2
1289001,2890,"Catskill Avenue Elementary",2890,"Catskill Avenue Elementary","19647336016406","ELEMENTARY SCHOOL",7,"S","CARSON COS",90745,"No",34,6,0.9189,1
1289001,2890,"Catskill Avenue Elementary",2890,"Catskill Avenue Elementary","19647336016406","ELEMENTARY SCHOOL",7,"S","CARSON COS",90745,"Yes",3,0,0.0811,0
1289002,2409,"Catskill Avenue Elementary DL Two-Way Im Spanish",2890,"Catskill Avenue Elementary","19647336016406","DUAL LANGUAGE (DLC) - ELEM",7,"S","CARSON COS",90745,"No",31,3,0.5636,1
1289002,2409,"Catskill Avenue Elementary DL Two-Way Im Spanish",2890,"Catskill Avenue Elementary","19647336016406","DUAL LANGUAGE (DLC) - ELEM",7,"S","CARSON COS",90745,"Yes",24,0,0.4364,0
1293902,4820,"Carson-Gore Elementary DL Two-Way Im Spanish",2939,"Carson-Gore Academy of Environmental Studies","19647330122101","DUAL LANGUAGE (DLC) - ELEM",1,"W","LA MID-CITY COS",90018,"No",26,0,0.65,0
1293902,4820,"Carson-Gore Elementary DL Two-Way Im Spanish",2939,"Carson-Gore Academy of Environmental Studies","19647330122101","DUAL LANGUAGE (DLC) - ELEM",1,"W","LA MID-CITY COS",90018,"Yes",14,0,0.35,0
1298602,2434,"Chapman Elementary DL Two-Way Im Mandarin",2986,"Chapman Elementary","19647336016430","DUAL LANGUAGE (DLC) - ELEM",7,"S","GARDENA COS",90249,"No",43,9,0.6418,0.5294
1298602,2434,"Chapman Elementary DL Two-Way Im Mandarin",2986,"Chapman Elementary","19647336016430","DUAL LANGUAGE (DLC) - ELEM",7,"S","GARDENA COS",90249,"Yes",24,8,0.3582,0.4706
1302701,3027,"Chatsworth Park Elementary UP/CD Magnet",3027,"Chatsworth Park Elementary UP/CD Magnet","19647336016463","MAGNET-SELF CONTAINED (ELEM)",3,"NW","CNGA PK/CHTSWRTH COS",91311,"No",770,380,0.9859,0.9922
1302701,3027,"Chatsworth Park Elementary UP/CD Magnet",3027,"Chatsworth Park Elementary UP/CD Magnet","19647336016463","MAGNET-SELF CONTAINED (ELEM)",3,"NW","CNGA PK/CHTSWRTH COS",91311,"Yes",11,3,0.0141,0.0078
1306802,2290,"Cienega Elementary DL Two-Way Im Spanish",3068,"Cienega Elementary","19647336016489","DUAL LANGUAGE (DLC) - ELEM",1,"W","LA MID-CITY COS",90019,"No",40,7,0.6557,0.7778
1306802,2290,"Cienega Elementary DL Two-Way Im Spanish",3068,"Cienega Elementary","19647336016489","DUAL LANGUAGE (DLC) - ELEM",1,"W","LA MID-CITY COS",90019,"Yes",21,2,0.3443,0.2222
1308201,3082,"Cimarron Avenue Elementary",3082,"Cimarron Avenue Elementary","19647336016497","ELEMENTARY SCHOOL",1,"W","SOUTH MID-CITY COS",90250,"No",46,4,0.9388,1
1308201,3082,"Cimarron Avenue Elementary",3082,"Cimarron Avenue Elementary","19647336016497","ELEMENTARY SCHOOL",1,"W","SOUTH MID-CITY COS",90250,"Yes",3,0,0.0612,0
1308202,2331,"Cimarron Avenue Elementary STEAM Magnet",3082,"Cimarron Avenue Elementary","19647336016497","MAGNET CENTER - ELEMENTARY",1,"W","SOUTH MID-CITY COS",90250,"No",67,14,0.9853,0.9333
1308202,2331,"Cimarron Avenue Elementary STEAM Magnet",3082,"Cimarron Avenue Elementary","19647336016497","MAGNET CENTER - ELEMENTARY",1,"W","SOUTH MID-CITY COS",90250,"Yes",1,1,0.0147,0.0667
1309602,2787,"City Terrace Elementary DL Two-Way Im Mandarin",3096,"City Terrace Elementary","19647336016505","DUAL LANGUAGE (DLC) - ELEM",5,"E","LNCLN HTS/EL SRNO COS",90063,"No",57,0,0.6628,0
1309602,2787,"City Terrace Elementary DL Two-Way Im Mandarin",3096,"City Terrace Elementary","19647336016505","DUAL LANGUAGE (DLC) - ELEM",5,"E","LNCLN HTS/EL SRNO COS",90063,"Yes",29,0,0.3372,0
1311001,3110,"Clifford Street Math & Technology Magnet",3110,"Clifford Street Math & Technology Magnet","19647336016513","MAGNET-SELF CONTAINED (ELEM)",5,"C","GLSLL/LS FLZ PRK COS",90039,"No",130,26,0.9559,1
1311001,3110,"Clifford Street Math & Technology Magnet",3110,"Clifford Street Math & Technology Magnet","19647336016513","MAGNET-SELF CONTAINED (ELEM)",5,"C","GLSLL/LS FLZ PRK COS",90039,"Yes",6,0,0.0441,0
1312301,3123,"Clover Avenue Elementary",3123,"Clover Avenue Elementary","19647336016521","ELEMENTARY SCHOOL",1,"W","HAMILTON COS",90034,"No",145,0,0.9603,0
1312301,3123,"Clover Avenue Elementary",3123,"Clover Avenue Elementary","19647336016521","ELEMENTARY SCHOOL",1,"W","HAMILTON COS",90034,"Yes",6,0,0.0397,0
1313702,2788,"Cohasset Street Elementary DL One-Way Im Spanish",3137,"Cohasset Street Elementary","19647336016547","DUAL LANGUAGE (DLC) - ELEM",6,"NW","MONROE COS",91406,"No",32,4,0.4444,0.6667
1313702,2788,"Cohasset Street Elementary DL One-Way Im Spanish",3137,"Cohasset Street Elementary","19647336016547","DUAL LANGUAGE (DLC) - ELEM",6,"NW","MONROE COS",91406,"Yes",40,2,0.5556,0.3333
1315102,4821,"Coldwater Canyon DL Two-Way Im Spanish",3151,"Coldwater Canyon Elementary","19647336016554","DUAL LANGUAGE (DLC) - ELEM",3,"NE","VAN NUYS/VAL GLN COS",91605,"No",16,0,0.4324,0
1315102,4821,"Coldwater Canyon DL Two-Way Im Spanish",3151,"Coldwater Canyon Elementary","19647336016554","DUAL LANGUAGE (DLC) - ELEM",3,"NE","VAN NUYS/VAL GLN COS",91605,"Yes",21,0,0.5676,0
1319202,2277,"Commonwealth Avenue Elementary Gifted Arts/Tech Magnet",3192,"Commonwealth Avenue Elementary","19647336016604","MAGNET CENTER - ELEMENTARY",2,"C","MACARTHUR PARK COS",90004,"No",106,24,0.9636,1
1319202,2277,"Commonwealth Avenue Elementary Gifted Arts/Tech Magnet",3192,"Commonwealth Avenue Elementary","19647336016604","MAGNET CENTER - ELEMENTARY",2,"C","MACARTHUR PARK COS",90004,"Yes",4,0,0.0364,0
1321002,2789,"Madison Elementary DL Two-Way Im Spanish",3210,"Madison Elementary","19647330109413","DUAL LANGUAGE (DLC) - ELEM",5,"E","SOUTH GATE COS",90280,"No",39,3,0.4062,0.4286
1321002,2789,"Madison Elementary DL Two-Way Im Spanish",3210,"Madison Elementary","19647330109413","DUAL LANGUAGE (DLC) - ELEM",5,"E","SOUTH GATE COS",90280,"Yes",57,4,0.5938,0.5714
1321901,3219,"Corona Avenue Elementary",3219,"Corona Avenue Elementary","19647336016620","ELEMENTARY SCHOOL",5,"E","BELL/CUDHY/MAYWD COS",90201,"No",8,1,0.8889,1
1321901,3219,"Corona Avenue Elementary",3219,"Corona Avenue Elementary","19647336016620","ELEMENTARY SCHOOL",5,"E","BELL/CUDHY/MAYWD COS",90201,"Yes",1,0,0.1111,0
1324702,6080,"Betty Plasencia Elementary STEAM Magnet",3247,"Betty Plasencia Elementary","19647336016638","MAGNET CENTER - ELEMENTARY",2,"C","DOWNTOWN COS",90026,"No",174,39,0.9305,0.8125
1324702,6080,"Betty Plasencia Elementary STEAM Magnet",3247,"Betty Plasencia Elementary","19647336016638","MAGNET CENTER - ELEMENTARY",2,"C","DOWNTOWN COS",90026,"Yes",13,9,0.0695,0.1875
1326002,7950,"Cowan Avenue Elementary Gifted Int Humanities Magnet",3260,"Cowan Avenue Elementary","19647336016646","MAGNET CENTER - ELEMENTARY",4,"W","WESTCHESTER COS",90045,"No",230,30,0.9829,1
1326002,7950,"Cowan Avenue Elementary Gifted Int Humanities Magnet",3260,"Cowan Avenue Elementary","19647336016646","MAGNET CENTER - ELEMENTARY",4,"W","WESTCHESTER COS",90045,"Yes",4,0,0.0171,0
1326003,2291,"Cowan Avenue Elementary DL World Lang Im Spanish",3260,"Cowan Avenue Elementary","19647336016646","DUAL LANGUAGE (DLC) - ELEM",4,"W","WESTCHESTER COS",90045,"No",100,28,0.7752,0.8485
1326003,2291,"Cowan Avenue Elementary DL World Lang Im Spanish",3260,"Cowan Avenue Elementary","19647336016646","DUAL LANGUAGE (DLC) - ELEM",4,"W","WESTCHESTER COS",90045,"Yes",29,5,0.2248,0.1515
1328801,3288,"Crescent Heights Boulevard Elementary Lang Arts/Soc Jstc Mag",3288,"Crescent Heights Boulevard Elementary Lang Arts/Soc Jstc Mag","19647336016653","MAGNET-SELF CONTAINED (ELEM)",1,"W","HAMILTON COS",90035,"No",205,52,0.9762,0.963
1328801,3288,"Crescent Heights Boulevard Elementary Lang Arts/Soc Jstc Mag",3288,"Crescent Heights Boulevard Elementary Lang Arts/Soc Jstc Mag","19647336016653","MAGNET-SELF CONTAINED (ELEM)",1,"W","HAMILTON COS",90035,"Yes",5,2,0.0238,0.037
1330201,3302,"Crestwood Street Elementary STEAM Magnet",3302,"Crestwood Street Elementary STEAM Magnet","19647336016661","MAGNET-SELF CONTAINED (ELEM)",7,"S","SAN PEDRO COS",90275,"No",1,0,1,0
1331101,3311,"Westside Global Awareness Magnet",3311,"Westside Global Awareness Magnet","19647331931054","MAGNET-SELF CONTAINED (SPAN)",4,"W","VENICE COS",90292,"No",491,113,0.9571,0.9576
1331101,3311,"Westside Global Awareness Magnet",3311,"Westside Global Awareness Magnet","19647331931054","MAGNET-SELF CONTAINED (SPAN)",4,"W","VENICE COS",90292,"Yes",22,5,0.0429,0.0424
1332901,3329,"Dahlia Heights Elementary",3329,"Dahlia Heights Elementary","19647336016687","ELEMENTARY SCHOOL",5,"C","EGL RK/HIGHLD PK COS",90041,"No",95,11,0.9314,1
1332901,3329,"Dahlia Heights Elementary",3329,"Dahlia Heights Elementary","19647336016687","ELEMENTARY SCHOOL",5,"C","EGL RK/HIGHLD PK COS",90041,"Yes",7,0,0.0686,0
1334001,3340,"Darby Avenue Elementary",3340,"Darby Avenue Elementary","19647336016703","ELEMENTARY SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91326,"No",16,0,1,0
1335602,2332,"Dayton Heights Elementary Urban Env Science Magnet",3356,"Dayton Heights Elementary","19647336016711","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90004,"No",60,32,0.9677,1
1335602,2332,"Dayton Heights Elementary Urban Env Science Magnet",3356,"Dayton Heights Elementary","19647336016711","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90004,"Yes",2,0,0.0323,0
1342502,2790,"Denker Avenue Elementary DL Two-Way Im Korean",3425,"Denker Avenue Elementary","19647336016752","DUAL LANGUAGE (DLC) - ELEM",7,"S","GARDENA COS",90247,"No",45,2,0.4369,0.1667
1342502,2790,"Denker Avenue Elementary DL Two-Way Im Korean",3425,"Denker Avenue Elementary","19647336016752","DUAL LANGUAGE (DLC) - ELEM",7,"S","GARDENA COS",90247,"Yes",58,10,0.5631,0.8333
1346602,2410,"Dominguez Elementary DL Two-Way Im Spanish",3466,"Dominguez Elementary","19647336016794","DUAL LANGUAGE (DLC) - ELEM",7,"S","CARSON COS",90810,"No",46,5,0.5897,1
1346602,2410,"Dominguez Elementary DL Two-Way Im Spanish",3466,"Dominguez Elementary","19647336016794","DUAL LANGUAGE (DLC) - ELEM",7,"S","CARSON COS",90810,"Yes",32,0,0.4103,0
1347901,3479,"Dorris Place Elementary",3479,"Dorris Place Elementary","19647336016802","ELEMENTARY SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90031,"No",27,3,0.9,0.75
1347901,3479,"Dorris Place Elementary",3479,"Dorris Place Elementary","19647336016802","ELEMENTARY SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90031,"Yes",3,1,0.1,0.25
1349301,3493,"Dyer Street Elementary",3493,"Dyer Street Elementary","19647336016828","ELEMENTARY SCHOOL",6,"NE","SAN FRNNDO/SYLMR COS",91342,"No",17,1,0.8947,1
1349301,3493,"Dyer Street Elementary",3493,"Dyer Street Elementary","19647336016828","ELEMENTARY SCHOOL",6,"NE","SAN FRNNDO/SYLMR COS",91342,"Yes",2,0,0.1053,0
1350001,3500,"Mid-City's Prescott School of Enriched Sciences",3500,"Mid-City's Prescott School of Enriched Sciences","19647331931070","MAGNET-SELF CONTAINED (ELEM)",1,"W","FAIRFAX COS",90018,"No",309,72,0.9778,1
1350001,3500,"Mid-City's Prescott School of Enriched Sciences",3500,"Mid-City's Prescott School of Enriched Sciences","19647331931070","MAGNET-SELF CONTAINED (ELEM)",1,"W","FAIRFAX COS",90018,"Yes",7,0,0.0222,0
1350702,3508,"Eagle Rock Elementary Highly Gifted Magnet",3507,"Eagle Rock Elementary","19647336016836","MAGNET CENTER - ELEMENTARY",5,"C","EGL RK/HIGHLD PK COS",90041,"No",128,7,0.9846,1
1350702,3508,"Eagle Rock Elementary Highly Gifted Magnet",3507,"Eagle Rock Elementary","19647336016836","MAGNET CENTER - ELEMENTARY",5,"C","EGL RK/HIGHLD PK COS",90041,"Yes",2,0,0.0154,0
1350703,4165,"Eagle Rock Elementary Gifted Magnet",3507,"Eagle Rock Elementary","19647336016836","MAGNET CENTER - ELEMENTARY",5,"C","EGL RK/HIGHLD PK COS",90041,"No",348,31,0.9831,0.9688
1350703,4165,"Eagle Rock Elementary Gifted Magnet",3507,"Eagle Rock Elementary","19647336016836","MAGNET CENTER - ELEMENTARY",5,"C","EGL RK/HIGHLD PK COS",90041,"Yes",6,1,0.0169,0.0312
1352102,2791,"Eastman Avenue Elementary DL One & Two-Way Im Spanish",3521,"Eastman Avenue Elementary","19647336016844","DUAL LANGUAGE (DLC) - ELEM",2,"E","EAST LOS ANGELES COS",90023,"No",29,1,0.3372,1
1352102,2791,"Eastman Avenue Elementary DL One & Two-Way Im Spanish",3521,"Eastman Avenue Elementary","19647336016844","DUAL LANGUAGE (DLC) - ELEM",2,"E","EAST LOS ANGELES COS",90023,"Yes",57,0,0.6628,0
1354805,2792,"Elizabeth LC DL Two-Way Im Arabic",3548,"Elizabeth Learning Center","19647336016885","DUAL LANGUAGE (DLC) - ELEM",5,"E","BELL/CUDHY/MAYWD COS",90201,"No",5,1,0.5556,1
1354805,2792,"Elizabeth LC DL Two-Way Im Arabic",3548,"Elizabeth Learning Center","19647336016885","DUAL LANGUAGE (DLC) - ELEM",5,"E","BELL/CUDHY/MAYWD COS",90201,"Yes",4,0,0.4444,0
1357402,2341,"Maurice Sendak Elementary Arts/Comm/Technology Magnet",3574,"Maurice Sendak Elementary","19647330109397","MAGNET CENTER - ELEMENTARY",6,"NE","NO HLYWD/VAL VLG COS",91601,"No",85,42,1,1
1357501,3575,"Elysian Heights Elementary Arts Magnet",3575,"Elysian Heights Elementary Arts Magnet","19647336016893","MAGNET-SELF CONTAINED (ELEM)",5,"C","GLSLL/LS FLZ PRK COS",90026,"No",493,297,0.9629,0.9802
1357501,3575,"Elysian Heights Elementary Arts Magnet",3575,"Elysian Heights Elementary Arts Magnet","19647336016893","MAGNET-SELF CONTAINED (ELEM)",5,"C","GLSLL/LS FLZ PRK COS",90026,"Yes",19,6,0.0371,0.0198
1363001,3630,"Erwin Elementary",3630,"Erwin Elementary","19647336016943","ELEMENTARY SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91401,"No",46,5,0.8364,0.8333
1363001,3630,"Erwin Elementary",3630,"Erwin Elementary","19647336016943","ELEMENTARY SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91401,"Yes",9,1,0.1636,0.1667
1367102,3672,"Euclid Avenue Elementary Gifted/STEAM Magnet",3671,"Euclid Avenue Elementary","19647336016968","MAGNET CENTER - ELEMENTARY",2,"E","BOYLE HEIGHTS COS",90023,"No",118,27,0.9077,0.9
1367102,3672,"Euclid Avenue Elementary Gifted/STEAM Magnet",3671,"Euclid Avenue Elementary","19647336016968","MAGNET CENTER - ELEMENTARY",2,"E","BOYLE HEIGHTS COS",90023,"Yes",12,3,0.0923,0.1
1367103,2793,"Euclid Avenue Elementary DL Two-Way Im Spanish",3671,"Euclid Avenue Elementary","19647336016968","DUAL LANGUAGE (DLC) - ELEM",2,"E","BOYLE HEIGHTS COS",90023,"No",46,7,0.422,0.3889
1367103,2793,"Euclid Avenue Elementary DL Two-Way Im Spanish",3671,"Euclid Avenue Elementary","19647336016968","DUAL LANGUAGE (DLC) - ELEM",2,"E","BOYLE HEIGHTS COS",90023,"Yes",63,11,0.578,0.6111
1371201,3712,"Fair Avenue Elementary",3712,"Fair Avenue Elementary","19647336016984","ELEMENTARY SCHOOL",6,"NE","NO HLYWD/VAL VLG COS",91606,"No",24,0,0.96,0
1371201,3712,"Fair Avenue Elementary",3712,"Fair Avenue Elementary","19647336016984","ELEMENTARY SCHOOL",6,"NE","NO HLYWD/VAL VLG COS",91606,"Yes",1,0,0.04,0
1372601,3726,"Fairburn Avenue Elementary",3726,"Fairburn Avenue Elementary","19647336016992","ELEMENTARY SCHOOL",4,"W","WEST LA COS",90024,"No",84,0,0.8842,0
1372601,3726,"Fairburn Avenue Elementary",3726,"Fairburn Avenue Elementary","19647336016992","ELEMENTARY SCHOOL",4,"W","WEST LA COS",90024,"Yes",11,0,0.1158,0
1374002,2794,"Farmdale Elementary DL Two-Way Im Spanish",3740,"Farmdale Elementary","19647336017008","DUAL LANGUAGE (DLC) - ELEM",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",46,3,0.575,0.6
1374002,2794,"Farmdale Elementary DL Two-Way Im Spanish",3740,"Farmdale Elementary","19647336017008","DUAL LANGUAGE (DLC) - ELEM",2,"E","LNCLN HTS/EL SRNO COS",90032,"Yes",34,2,0.425,0.4
1375302,2796,"Fernangeles DL One & Two-Way Im Spanish",3753,"Fernangeles Elementary","19647336017024","DUAL LANGUAGE (DLC) - ELEM",6,"NE","SUN VALLEY COS",91352,"No",19,0,0.475,0
1375302,2796,"Fernangeles DL One & Two-Way Im Spanish",3753,"Fernangeles Elementary","19647336017024","DUAL LANGUAGE (DLC) - ELEM",6,"NE","SUN VALLEY COS",91352,"Yes",21,0,0.525,0
1382902,3830,"Hillery T Broadous Elementary Science/Tech/Math Magnet",3829,"Hillery T Broadous Elementary","19647336017081","MAGNET CENTER - ELEMENTARY",6,"NE","SAN FRNNDO/SYLMR COS",91331,"No",44,16,0.9778,0.9412
1382902,3830,"Hillery T Broadous Elementary Science/Tech/Math Magnet",3829,"Hillery T Broadous Elementary","19647336017081","MAGNET CENTER - ELEMENTARY",6,"NE","SAN FRNNDO/SYLMR COS",91331,"Yes",1,1,0.0222,0.0588
1384902,2411,"Fishburn Avenue Elementary DL Two-Way Im Spanish",3849,"Fishburn Avenue Elementary","19647336089700","DUAL LANGUAGE (DLC) - ELEM",5,"E","BELL/CUDHY/MAYWD COS",90270,"No",18,8,0.3214,0.4706
1384902,2411,"Fishburn Avenue Elementary DL Two-Way Im Spanish",3849,"Fishburn Avenue Elementary","19647336089700","DUAL LANGUAGE (DLC) - ELEM",5,"E","BELL/CUDHY/MAYWD COS",90270,"Yes",38,9,0.6786,0.5294
1387702,2443,"Fletcher Drive Elementary STEAM Magnet",3877,"Fletcher Drive Elementary","19647336017115","MAGNET CENTER - ELEMENTARY",5,"C","GLSLL/LS FLZ PRK COS",90065,"No",97,66,1,1
1389002,2797,"Florence Avenue Elementary DL Two-Way Im Spanish",3890,"Florence Avenue Elementary","19647336017123","DUAL LANGUAGE (DLC) - ELEM",7,"E","HUNTNGTN PK/VRNON COS",90001,"No",33,1,0.44,0.3333
1389002,2797,"Florence Avenue Elementary DL Two-Way Im Spanish",3890,"Florence Avenue Elementary","19647336017123","DUAL LANGUAGE (DLC) - ELEM",7,"E","HUNTNGTN PK/VRNON COS",90001,"Yes",42,2,0.56,0.6667
1391802,2798,"Ford Boulevard Elementary DL Two-Way Im Spanish",3918,"Ford Boulevard Elementary","19647336017131","DUAL LANGUAGE (DLC) - ELEM",5,"E","EAST LOS ANGELES COS",90022,"No",55,7,0.3873,0.3333
1391802,2798,"Ford Boulevard Elementary DL Two-Way Im Spanish",3918,"Ford Boulevard Elementary","19647336017131","DUAL LANGUAGE (DLC) - ELEM",5,"E","EAST LOS ANGELES COS",90022,"Yes",87,14,0.6127,0.6667
1395902,4813,"42nd Street Elementary DL World Lang Im Spanish",3959,"42nd Street Elementary","19647336017156","DUAL LANGUAGE (DLC) - ELEM",1,"W","HEET (C/D) COS",90008,"No",27,0,0.8182,0
1395902,4813,"42nd Street Elementary DL World Lang Im Spanish",3959,"42nd Street Elementary","19647336017156","DUAL LANGUAGE (DLC) - ELEM",1,"W","HEET (C/D) COS",90008,"Yes",6,0,0.1818,0
1398601,3986,"Franklin Avenue Elementary",3986,"Franklin Avenue Elementary","19647336017172","ELEMENTARY SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90027,"No",177,12,0.9077,0.9231
1398601,3986,"Franklin Avenue Elementary",3986,"Franklin Avenue Elementary","19647336017172","ELEMENTARY SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90027,"Yes",18,1,0.0923,0.0769
1402702,4822,"Fullbright Avenue Elementary DL Two-Way Im Spanish",4027,"Fullbright Avenue Elementary","19647336017198","DUAL LANGUAGE (DLC) - ELEM",4,"NW","CLEVELAND COS",91306,"No",23,0,0.5476,0
1402702,4822,"Fullbright Avenue Elementary DL Two-Way Im Spanish",4027,"Fullbright Avenue Elementary","19647336017198","DUAL LANGUAGE (DLC) - ELEM",4,"NW","CLEVELAND COS",91306,"Yes",19,0,0.4524,0
1404102,2799,"Gardena Elementary DL Two-Way Im Spanish",4041,"Gardena Elementary","19647336017214","DUAL LANGUAGE (DLC) - ELEM",7,"S","GARDENA COS",90247,"No",53,3,0.6543,0.2727
1404102,2799,"Gardena Elementary DL Two-Way Im Spanish",4041,"Gardena Elementary","19647336017214","DUAL LANGUAGE (DLC) - ELEM",7,"S","GARDENA COS",90247,"Yes",28,8,0.3457,0.7273
1405501,4055,"Garden Grove Elementary",4055,"Garden Grove Elementary","19647336017206","ELEMENTARY SCHOOL",6,"NW","RESEDA COS",91335,"No",29,7,0.9355,0.875
1405501,4055,"Garden Grove Elementary",4055,"Garden Grove Elementary","19647336017206","ELEMENTARY SCHOOL",6,"NW","RESEDA COS",91335,"Yes",2,1,0.0645,0.125
1408201,4082,"Garvanza Elementary Technology/Leadership Magnet",4082,"Garvanza Elementary Technology/Leadership Magnet","19647336017230","MAGNET-SELF CONTAINED (ELEM)",5,"C","EGL RK/HIGHLD PK COS",90042,"No",106,54,1,1
1409602,2800,"Gates Street Elementary DL Two-Way Im Spanish",4096,"Gates Street Elementary","19647336017248","DUAL LANGUAGE (DLC) - ELEM",2,"E","LNCLN HTS/EL SRNO COS",90031,"No",20,1,0.2564,0.3333
1409602,2800,"Gates Street Elementary DL Two-Way Im Spanish",4096,"Gates Street Elementary","19647336017248","DUAL LANGUAGE (DLC) - ELEM",2,"E","LNCLN HTS/EL SRNO COS",90031,"Yes",58,2,0.7436,0.6667
1411701,4117,"Germain Academy for Academic Achievement",4117,"Germain Academy for Academic Achievement","19647336017263","ELEMENTARY SCHOOL",3,"NW","CNGA PK/CHTSWRTH COS",91311,"No",66,9,0.9296,1
1411701,4117,"Germain Academy for Academic Achievement",4117,"Germain Academy for Academic Achievement","19647336017263","ELEMENTARY SCHOOL",3,"NW","CNGA PK/CHTSWRTH COS",91311,"Yes",5,0,0.0704,0
1412301,4123,"Glassell Park Elementary STEAM Magnet",4123,"Glassell Park Elementary STEAM Magnet","19647336017271","MAGNET-SELF CONTAINED (ELEM)",5,"C","GLSLL/LS FLZ PRK COS",90065,"No",449,263,0.9594,0.9599
1412301,4123,"Glassell Park Elementary STEAM Magnet",4123,"Glassell Park Elementary STEAM Magnet","19647336017271","MAGNET-SELF CONTAINED (ELEM)",5,"C","GLSLL/LS FLZ PRK COS",90065,"Yes",19,11,0.0406,0.0401
1413002,4132,"Gledhill Street Elementary Science/Tech/Math Magnet",4130,"Gledhill Street Elementary","19647336017289","MAGNET CENTER - ELEMENTARY",6,"NW","MONROE COS",91343,"No",182,51,0.9733,0.9808
1413002,4132,"Gledhill Street Elementary Science/Tech/Math Magnet",4130,"Gledhill Street Elementary","19647336017289","MAGNET CENTER - ELEMENTARY",6,"NW","MONROE COS",91343,"Yes",5,1,0.0267,0.0192
